Cell,Parent,LineageName,Birth,Death,Type,Description
mu bod,Dappa,Dappap,340,,muscle,Embryonic body wall muscle.
Dappp,Dapp,Dappp,265,,,
mu bod,Dappp,Dapppa,360,,muscle,Embryonic body wall muscle.
mu bod,Dappp,Dapppp,360,,muscle,Embryonic body wall muscle.
Dp,D,Dp,115,,,
Dpa,Dp,Dpa,165,,,
Dpaa,Dpa,Dpaa,210,,,
mu bod,Dpaa,Dpaaa,275,,muscle,Embryonic body wall muscle.
mu bod,Dpaa,Dpaap,275,,muscle,Embryonic body wall muscle.
Dpap,Dpa,Dpap,210,,,
mu bod,Dpap,Dpapa,277,,muscle,Embryonic body wall muscle.
mu bod,Dpap,Dpapp,277,,muscle,Embryonic body wall muscle.
Dpp,Dp,Dpp,165,,,
Dppa,Dpp,Dppa,200,,,
mu bod,Dppa,Dppaa,270,,muscle,Embryonic body wall muscle.
mu bod,Dppa,Dppap,270,,muscle,Embryonic body wall muscle.
Dppp,Dpp,Dppp,200,,,
Dpppa,Dppp,Dpppa,265,,,
mu bod,Dpppa,Dpppaa,340,,muscle,Embryonic body wall muscle.
mu bod,Dpppa,Dpppap,340,,muscle,Embryonic body wall muscle.
Dpppp,Dppp,Dpppp,265,,,
mu bod,Dpppp,Dppppa,360,,muscle,Embryonic body wall muscle.
mu bod,Dpppp,Dppppp,360,,muscle,Embryonic body wall muscle.
E,EMS,E,39,,,Embryonic founder cell.
Ea,E,Ea,58,,,
Eal,Ea,Eal,110,,,
Eala,Eal,Eala,165,,,
Ealaa,Eala,Ealaa,230,,,
int1DL,Ealaa,Ealaad,360,,intestine,
int1VL,Ealaa,Ealaav,360,,intestine,
int3V,Eala,Ealap,230,,,Nucleus divides post-embryonically.
int3Va,int3V,Ealapa,270,,intestine,"Birth time data wasn't found, so displayed time is just a guess."
int3Vp,int3V,Ealapp,270,,intestine,"Birth time data wasn't found, so displayed time is just a guess."
Ealp,Eal,Ealp,165,,,
int2V,Ealp,Ealpa,230,,intestine,
int5L,Ealp,Ealpp,230,,,Nucleus divides post-embryonically.
int5La,int5L,Ealppa,270,,intestine,"Birth time data wasn't found, so displayed time is just a guess."
int5Lp,int5L,Ealppp,270,,intestine,"Birth time data wasn't found, so displayed time is just a guess."
Ear,Ea,Ear,110,,,
Eara,Ear,Eara,165,,,
Earaa,Eara,Earaa,230,,,
int1DR,Earaa,Earaad,360,,intestine,
int1VR,Earaa,Earaav,360,,intestine,
int3D,Eara,Earap,230,,,Nucleus divides post-embryonically.
int3Da,int3D,Earapa,270,,intestine,"Birth time data wasn't found, so displayed time is just a guess."
int3Dp,int3D,Earapp,270,,intestine,"Birth time data wasn't found, so displayed time is just a guess."
Earp,Ear,Earp,165,,,
int2D,Earp,Earpa,230,,intestine,
int5R,Earp,Earpp,230,,,Nucleus divides post-embryonically.
int5Ra,int5R,Earppa,270,,intestine,"Birth time data wasn't found, so displayed time is just a guess."
int5Rp,int5R,Earppp,270,,intestine,"Birth time data wasn't found, so displayed time is just a guess."
EMS,Psub1,EMS,18,,,
Ep,E,Ep,58,,,
Epl,Ep,Epl,115,,,
Epla,Epl,Epla,170,,,
int4V,Epla,Eplaa,235,,,Nucleus divides post-embryonically.
int4Va,int4V,Eplaaa,275,,intestine,"Birth time data wasn't found, so displayed time is just a guess."
int4Vp,int4V,Eplaap,275,,intestine,"Birth time data wasn't found, so displayed time is just a guess."
int6L,Epla,Eplap,235,,,Nucleus divides post-embryonically.
int6La,int6L,Eplapa,275,,intestine,"Birth time data wasn't found, so displayed time is just a guess."
int6Lp,int6L,Eplapp,275,,intestine,"Birth time data wasn't found, so displayed time is just a guess."
Eplp,Epl,Eplp,170,,,
int7L,Eplp,Eplpa,245,,,Nucleus divides post-embryonically.
int7La,int7L,Eplpaa,285,,intestine,"Birth time data wasn't found, so displayed time is just a guess."
int7Lp,int7L,Eplpap,285,,intestine,"Birth time data wasn't found, so displayed time is just a guess."
Eplpp,Eplp,Eplpp,245,,,
int8L,Eplpp,Eplppa,375,,,Nucleus divides post-embryonically.
int8La,int8L,Eplppaa,415,,intestine,"Birth time data wasn't found, so displayed time is just a guess."
int8Lp,int8L,Eplppap,415,,intestine,"Birth time data wasn't found, so displayed time is just a guess."
int9L,Eplpp,Eplppp,375,,,Nucleus divides post-embryonically.
int9La,int9L,Eplpppa,415,,intestine,"Birth time data wasn't found, so displayed time is just a guess."
int9Lp,int9L,Eplpppp,415,,intestine,"Birth time data wasn't found, so displayed time is just a guess."
Epr,Ep,Epr,115,,,
Epra,Epr,Epra,170,,,
int4D,Epra,Epraa,235,,,Nucleus divides post-embryonically.
int4Da,int4D,Epraaa,275,,intestine,"Birth time data wasn't found, so displayed time is just a guess."
int4Dp,int4D,Epraap,275,,intestine,"Birth time data wasn't found, so displayed time is just a guess."
int6R,Epra,Eprap,235,,,Nucleus divides post-embryonically.
int6Ra,int6R,Eprapa,275,,intestine,"Birth time data wasn't found, so displayed time is just a guess."
int6Rp,int6R,Eprapp,275,,intestine,"Birth time data wasn't found, so displayed time is just a guess."
Eprp,Epr,Eprp,170,,,
int7R,Eprp,Eprpa,245,,,Nucleus divides post-embryonically.
int7Ra,int7R,Eprpaa,285,,intestine,"Birth time data wasn't found, so displayed time is just a guess."
int7Rp,int7R,Eprpap,285,,intestine,"Birth time data wasn't found, so displayed time is just a guess."
Eprpp,Eprp,Eprpp,245,,,
int8R,Eprpp,Eprppa,375,,,Nucleus divides post-embryonically.
int8Ra,int8R,Eprppaa,415,,intestine,"Birth time data wasn't found, so displayed time is just a guess."
int8Rp,int8R,Eprppap,415,,intestine,"Birth time data wasn't found, so displayed time is just a guess."
int9R,Eprpp,Eprppp,375,,,Nucleus divides post-embryonically.
int9Ra,int9R,Eprpppa,415,,intestine,"Birth time data wasn't found, so displayed time is just a guess."
int9Rp,int9R,Eprpppp,415,,intestine,"Birth time data wasn't found, so displayed time is just a guess."
RMHL,G1,G1l,1490,,neuron,Ring motoneuron/interneuron.
RMHR,G1,G1r,1490,,neuron,Ring motoneuron/interneuron.
G2a,G2,G2a,1940,,,
RMFL,G2a,G2al,2240,,neuron,Ring motoneuron/interneuron.
RMFR,G2a,G2ar,2240,,neuron,Ring motoneuron/interneuron.
exc socket,G2,G2p,1940,,excretory,"Excretory socket, links duct to hypodermis."
H1La,H1L,H1La,1250,,,
se,H1La,H1Laa,1772,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae."
H1Lap,H1La,H1Lap,1772,,,
hyp7,H1Lap,H1Lapa,2360,,hypoderm,Postembryonic large hypodermal syncytium.
H1Lapp,H1Lap,H1Lapp,2360,,,
hyp7,H1Lapp,H1Lappa,2930,,hypoderm,Postembryonic large hypodermal syncytium.
se,H1Lapp,H1Lappp,2930,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae."
hyp7,H1L,H1Lp,1250,,hypoderm,Postembryonic large hypodermal syncytium.
H1Ra,H1R,H1Ra,1250,,,
se,H1Ra,H1Raa,1772,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae."
H1Rap,H1Ra,H1Rap,1772,,,
hyp7,H1Rap,H1Rapa,2360,,hypoderm,Postembryonic large hypodermal syncytium.
H1Rapp,H1Rap,H1Rapp,2360,,,
hyp7,H1Rapp,H1Rappa,2930,,hypoderm,Postembryonic large hypodermal syncytium.
se,H1Rapp,H1Rappp,2930,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae."
hyp7,H1R,H1Rp,1250,,hypoderm,Postembryonic large hypodermal syncytium.
H2La,H2L,H2La,1220,,,
ADEsoL,H2La,H2Laa,1340,,socket,Anterior deirid socket.
hyp7,H2La,H2Lap,1340,,hypoderm,Postembryonic large hypodermal syncytium.
H2Lp,H2L,H2Lp,1220,,,
hyp7,H2Lp,H2Lpa,1760,,hypoderm,Postembryonic large hypodermal syncytium.
H2Lpp,H2Lp,H2Lpp,1760,,,
hyp7,H2Lpp,H2Lppa,2300,,hypoderm,Postembryonic large hypodermal syncytium.
H2Lppp,H2Lpp,H2Lppp,2300,,,
hyp7,H2Lppp,H2Lpppa,2840,,hypoderm,Postembryonic large hypodermal syncytium.
se,H2Lppp,H2Lpppp,2840,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae."
H2Ra,H2R,H2Ra,1220,,,
ADEsoR,H2Ra,H2Raa,1340,,socket,Anterior deirid socket.
hyp7,H2Ra,H2Rap,1340,,hypoderm,Postembryonic large hypodermal syncytium.
H2Rp,H2R,H2Rp,1220,,,
hyp7,H2Rp,H2Rpa,1760,,hypoderm,Postembryonic large hypodermal syncytium.
H2Rpp,H2Rp,H2Rpp,1760,,,
hyp7,H2Rpp,H2Rppa,2300,,hypoderm,Postembryonic large hypodermal syncytium.
H2Rppp,H2Rpp,H2Rppp,2300,,,
hyp7,H2Rppp,H2Rpppa,2840,,hypoderm,Postembryonic large hypodermal syncytium.
se,H2Rppp,H2Rpppp,2840,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae."
rect hyp,K,Ka,1520,,hypoderm,"Rectal hypodermis, underlies cuticle."
DVB,K,Kp,1520,,neuron,"Ring interneuron, cell body in dorso-rectal ganglion, innervates rectal muscles."
Md,M,Md,1190,,,
Mdl,Md,Mdl,1310,,,
Mdla,Mdl,Mdla,1430,,,
mu bod,Mdla,Mdlaa,1580,,muscle,Postembryonic body wall muscle.
mu bod,Mdla,Mdlap,1580,,muscle,Postembryonic body wall muscle.
Mdlp,Mdl,Mdlp,1430,,,
cc herm DL,Mdlp,Mdlpa,1640,,coelomocyte,One of a pair of postembryonic coelomocytes in hermaphrodite.
mu bod,Mdlp,Mdlpp,1640,,muscle,Postembryonic body wall muscle.
Mdr,Md,Mdr,1310,,,
Mdra,Mdr,Mdra,1430,,,
mu bod,Mdra,Mdraa,1580,,muscle,Postembryonic body wall muscle.
mu bod,Mdra,Mdrap,1580,,muscle,Postembryonic body wall muscle.
Mdrp,Mdr,Mdrp,1430,,,
cc herm DR,Mdrp,Mdrpa,1640,,coelomocyte,One of a pair of postembryonic coelomocytes in hermaphrodite.
mu bod,Mdrp,Mdrpp,1640,,muscle,Postembryonic body wall muscle.
MS,EMS,MS,39,,,Embryonic founder cell.
MSa,MS,MSa,58,,,
MSaa,MSa,MSaa,85,,,
MSaaa,MSaa,MSaaa,115,,,
MSaaaa,MSaaa,MSaaaa,145,,,
MSaaaaa,MSaaaa,MSaaaaa,180,,,
MSaaaaaa,MSaaaaa,MSaaaaaa,228,,,
GLRDL,MSaaaaaa,MSaaaaaal,350,,other,"Forms a thin cylindrical sheet between pharynx and neuropil; no chemical synapses, but gap junctions with muscle arms and RME motoneurons, send process to tip of head."
GLRDR,MSaaaaaa,MSaaaaaar,350,,other,"Forms a thin cylindrical sheet between pharynx and neuropil; no chemical synapses, but gap junctions with muscle arms and RME motoneurons, send process to tip of head."
MSaaaaap,MSaaaaa,MSaaaaap,228,,,
MSaaaaapa,MSaaaaap,MSaaaaapa,280,,,
I3,MSaaaaapa,MSaaaaapaa,350,,neuron,Anterior sensory pharyngeal interneuron.
g1P,MSaaaaapa,MSaaaaapap,350,,gland,Pharyngeal gland cell.
m4DL,MSaaaaap,MSaaaaapp,280,,muscle,Pharyngeal muscle cell.
MSaaaap,MSaaaa,MSaaaap,180,,,
MSaaaapa,MSaaaap,MSaaaapa,235,,,
I4,MSaaaapa,MSaaaapaa,285,,neuron,Pharyngeal interneuron.
m5DL,MSaaaapa,MSaaaapap,285,,muscle,Pharyngeal muscle cell.
MSaaaapp,MSaaaap,MSaaaapp,235,,,
MSaaaappa,MSaaaapp,MSaaaappa,300,350,,
m7D,MSaaaapp,MSaaaappp,300,,muscle,Pharyngeal muscle cell.
MSaaap,MSaaa,MSaaap,145,,,
MSaaapa,MSaaap,MSaaapa,188,,,
MSaaapaa,MSaaapa,MSaaapaa,240,,,
m3DL,MSaaapaa,MSaaapaaa,285,,muscle,Pharyngeal muscle cell.
m4L,MSaaapaa,MSaaapaap,285,,muscle,Pharyngeal muscle cell.
MSaaapap,MSaaapa,MSaaapap,240,,,
mc3DL,MSaaapap,MSaaapapa,300,,marginal,Pharyngeal marginal cell.
m8,MSaaapap,MSaaapapp,300,,muscle,Pharyngeal muscle cell.
MSaaapp,MSaaap,MSaaapp,188,,,
MSaaappa,MSaaapp,MSaaappa,280,305,,
vpi3D,MSaaapp,MSaaappp,280,,valve,Pharyngo-intestinal valve.
MSaap,MSaa,MSaap,115,,,
MSaapa,MSaap,MSaapa,145,,,
MSaapaa,MSaapa,MSaapaa,180,,,
MSaapaaa,MSaapaa,MSaapaaa,235,,,
m4VL,MSaapaaa,MSaapaaaa,280,,muscle,Pharyngeal muscle cell.
m5VL,MSaapaaa,MSaapaaap,280,,muscle,Pharyngeal muscle cell.
MSaapaap,MSaapaa,MSaapaap,235,,,
MSaapaapa,MSaapaap,MSaapaapa,275,,,
g1AL,MSaapaapa,MSaapaapaa,380,,gland,Pharyngeal gland cell.
MSaapaapap,MSaapaapa,MSaapaapap,380,415,,
m7VL,MSaapaap,MSaapaapp,275,,muscle,Pharyngeal muscle cell.
MSaapap,MSaapa,MSaapap,180,,,
MSaapapa,MSaapap,MSaapapa,240,,,
g2L,MSaapapa,MSaapapaa,350,,gland,Pharyngeal gland cell.
MSaapapap,MSaapapa,MSaapapap,350,390,,
MSaapapp,MSaapap,MSaapapp,240,,,
m6VL,MSaapapp,MSaapappa,290,,muscle,Pharyngeal muscle cell.
vpi2DL,MSaapapp,MSaapappp,290,,valve,Pharyngo-intestinal valve.
MSaapp,MSaap,MSaapp,145,,,
MSaappa,MSaapp,MSaappa,194,,,
vpi2V,MSaappa,MSaappaa,290,,valve,Pharyngo-intestinal valve.
vpi3V,MSaappa,MSaappap,290,,valve,Pharyngo-intestinal valve.
MSaappp,MSaapp,MSaappp,194,,,
MSaapppa,MSaappp,MSaapppa,270,,,
mu bod,MSaapppa,MSaapppaa,340,,muscle,Embryonic body wall muscle.
mu bod,MSaapppa,MSaapppap,340,,muscle,Embryonic body wall muscle.
MSaapppp,MSaappp,MSaapppp,270,,,
mu bod,MSaapppp,MSaappppa,370,,muscle,Embryonic body wall muscle.
mu bod,MSaapppp,MSaappppp,370,,muscle,Embryonic body wall muscle.
MSap,MSa,MSap,85,,,
MSapa,MSap,MSapa,120,,,
MSapaa,MSapa,MSapaa,150,,,
MSapaaa,MSapaa,MSapaaa,188,,,
MSapaaaa,MSapaaa,MSapaaaa,240,,,
GLRL,MSapaaaa,MSapaaaad,370,,other,"Forms a thin cylindrical sheet between pharynx and neuropil; no chemical synapses, but gap junctions with muscle arms and RME motoneurons, send process to tip of head."
GLRVL,MSapaaaa,MSapaaaav,370,,other,"Forms a thin cylindrical sheet between pharynx and neuropil; no chemical synapses, but gap junctions with muscle arms and RME motoneurons, send process to tip of head."
mu bod,MSapaaa,MSapaaap,240,,muscle,Embryonic body wall muscle.
MSapaap,MSapaa,MSapaap,188,,,
MSapaapa,MSapaap,MSapaapa,260,290,,
M,MSapaap,MSapaapp,260,,,Postembryonic mesoblast.
MSapap,MSapa,MSapap,150,,,
MSapapa,MSapap,MSapapa,188,,,
MSapapaa,MSapapa,MSapapaa,240,,,
ccAL,MSapapaa,MSapapaaa,440,,coelomocyte,Embryonic coelomocyte.
ccPL,MSapapaa,MSapapaap,440,,coelomocyte,Embryonic coelomocyte.
mu bod,MSapapa,MSapapap,240,,muscle,Embryonic body wall muscle.
MSapapp,MSapap,MSapapp,188,,,
mu bod,MSapapp,MSapappa,250,,muscle,Embryonic body wall muscle.
mu bod,MSapapp,MSapappp,250,,muscle,Embryonic body wall muscle.
MSapp,MSap,MSapp,120,,,
MSappa,MSapp,MSappa,150,,,
MSappaa,MSappa,MSappaa,194,,,
hmc,MSappaa,MSappaaa,265,,mesoderm,"Head mesodermal cell, function unknown."
Z4,MSappaa,MSappaap,265,,,Somatic gonad precursor cell.
MSappap,MSappa,MSappap,194,,,
MSappapa,MSappap,MSappapa,270,300,,
mu bod,MSappap,MSappapp,270,,muscle,Embryonic body wall muscle.
MSappp,MSapp,MSappp,150,,,
MSapppa,MSappp,MSapppa,194,,,
mu bod,MSapppa,MSapppaa,260,,muscle,Embryonic body wall muscle.
mu bod,MSapppa,MSapppap,260,,muscle,Embryonic body wall muscle.
MSapppp,MSappp,MSapppp,194,,,
mu bod,MSapppp,MSappppa,260,,muscle,Embryonic body wall muscle.
mu bod,MSapppp,MSappppp,260,,muscle,Embryonic body wall muscle.
MSp,MS,MSp,58,,,
MSpa,MSp,MSpa,85,,,
MSpaa,MSpa,MSpaa,120,,,
MSpaaa,MSpaa,MSpaaa,150,,,
MSpaaaa,MSpaaa,MSpaaaa,185,,,
MSpaaaaa,MSpaaaa,MSpaaaaa,230,,,
M4,MSpaaaaa,MSpaaaaaa,330,,neuron,Pharyngeal motoneuron.
MSpaaaaap,MSpaaaaa,MSpaaaaap,330,375,,
MSpaaaap,MSpaaaa,MSpaaaap,230,,,
m3DR,MSpaaaap,MSpaaaapa,290,,muscle,Pharyngeal muscle cell.
m4DR,MSpaaaap,MSpaaaapp,290,,muscle,Pharyngeal muscle cell.
MSpaaap,MSpaaa,MSpaaap,185,,,
MSpaaapa,MSpaaap,MSpaaapa,235,,,
I6,MSpaaapa,MSpaaapaa,320,,neuron,Posterior sensory pharyngeal interneuron.
M5,MSpaaapa,MSpaaapap,320,,neuron,Pharyngeal motoneuron.
MSpaaapp,MSpaaap,MSpaaapp,235,,,
m5DR,MSpaaapp,MSpaaappa,300,,muscle,Pharyngeal muscle cell.
m6D,MSpaaapp,MSpaaappp,300,,muscle,Pharyngeal muscle cell.
MSpaap,MSpaa,MSpaap,150,,,
MSpaapa,MSpaap,MSpaapa,190,,,
MSpaapaa,MSpaapa,MSpaapaa,245,,,
M1,MSpaapaa,MSpaapaaa,325,,neuron,Pharyngeal motoneuron.
MSpaapaap,MSpaapaa,MSpaapaap,325,370,,
MSpaapap,MSpaapa,MSpaapap,245,,,
mc3DR,MSpaapap,MSpaapapa,305,,marginal,Pharyngeal marginal cell.
vpi1,MSpaapap,MSpaapapp,305,,valve,Pharyngo-intestinal valve.
MSpaapp,MSpaap,MSpaapp,190,223,,
MSpap,MSpa,MSpap,120,,,
MSpapa,MSpap,MSpapa,150,,,
MSpapaa,MSpapa,MSpapaa,185,,,
MSpapaaa,MSpapaa,MSpapaaa,235,,,
m4VR,MSpapaaa,MSpapaaaa,278,,muscle,Pharyngeal muscle cell.
m5VR,MSpapaaa,MSpapaaap,278,,muscle,Pharyngeal muscle cell.
MSpapaap,MSpapaa,MSpapaap,235,,,
MSpapaapa,MSpapaap,MSpapaapa,275,,,
g1AR,MSpapaapa,MSpapaapaa,380,,gland,Pharyngeal gland cell.
MSpapaapap,MSpapaapa,MSpapaapap,380,412,,
m7VR,MSpapaap,MSpapaapp,275,,muscle,Pharyngeal muscle cell.
MSpapap,MSpapa,MSpapap,185,,,
MSpapapa,MSpapap,MSpapapa,240,,,
g2R,MSpapapa,MSpapapaa,355,,gland,Pharyngeal gland cell.
MSpapapap,MSpapapa,MSpapapap,355,385,,
MSpapapp,MSpapap,MSpapapp,240,,,
m6VR,MSpapapp,MSpapappa,290,,muscle,Pharyngeal muscle cell.
vpi2DR,MSpapapp,MSpapappp,290,,valve,Pharyngo-intestinal valve.
MSpapp,MSpap,MSpapp,150,,,
MSpappa,MSpapp,MSpappa,195,,,
mu bod,MSpappa,MSpappaa,270,,muscle,Embryonic body wall muscle.
mu bod,MSpappa,MSpappap,270,,muscle,Embryonic body wall muscle.
MSpappp,MSpapp,MSpappp,195,,,
MSpapppa,MSpappp,MSpapppa,270,,,
mu bod,MSpapppa,MSpapppaa,345,,muscle,Embryonic body wall muscle.
mu bod,MSpapppa,MSpapppap,345,,muscle,Embryonic body wall muscle.
MSpapppp,MSpappp,MSpapppp,270,,,
mu bod,MSpapppp,MSpappppa,365,,muscle,Embryonic body wall muscle.
mu bod,MSpapppp,MSpappppp,365,,muscle,Embryonic body wall muscle.
MSpp,MSp,MSpp,85,,,
MSppa,MSpp,MSppa,122,,,
MSppaa,MSppa,MSppaa,155,,,
MSppaaa,MSppaa,MSppaaa,190,,,
MSppaaaa,MSppaaa,MSppaaaa,240,,,
GLRR,MSppaaaa,MSppaaaad,370,,other,"Forms a thin cylindrical sheet between pharynx and neuropil; no chemical synapses, but gap junctions with muscle arms and RME motoneurons, send process to tip of head."
GLRVR,MSppaaaa,MSppaaaav,370,,other,"Forms a thin cylindrical sheet between pharynx and neuropil; no chemical synapses, but gap junctions with muscle arms and RME motoneurons, send process to tip of head."
mu bod,MSppaaa,MSppaaap,240,,muscle,Embryonic body wall muscle.
MSppaap,MSppaa,MSppaap,190,,,
MSppaapa,MSppaap,MSppaapa,260,290,,
mu int R,MSppaap,MSppaapp,260,,muscle,"Intestinal muscle, attaches to intestine and body wall anterior to anus."
MSppap,MSppa,MSppap,155,,,
MSppapa,MSppap,MSppapa,190,,,
MSppapaa,MSppapa,MSppapaa,240,,,
ccAR,MSppapaa,MSppapaaa,440,,coelomocyte,Embryonic coelomocyte.
ccPR,MSppapaa,MSppapaap,440,,coelomocyte,Embryonic coelomocyte.
mu bod,MSppapa,MSppapap,240,,muscle,Embryonic body wall muscle.
MSppapp,MSppap,MSppapp,190,,,
mu bod,MSppapp,MSppappa,250,,muscle,Embryonic body wall muscle.
mu bod,MSppapp,MSppappp,250,,muscle,Embryonic body wall muscle.
MSppp,MSpp,MSppp,122,,,
MSpppa,MSppp,MSpppa,155,,,
MSpppaa,MSpppa,MSpppaa,195,,,
MSpppaaa,MSpppaa,MSpppaaa,265,630,,
Z1,MSpppaa,MSpppaap,265,,,Somatic gonad precursor cell.
MSpppap,MSpppa,MSpppap,195,,,
MSpppapa,MSpppap,MSpppapa,270,300,,
mu bod,MSpppap,MSpppapp,270,,muscle,Embryonic body wall muscle.
MSpppp,MSppp,MSpppp,155,,,
MSppppa,MSpppp,MSppppa,195,,,
mu bod,MSppppa,MSppppaa,260,,muscle,Embryonic body wall muscle.
mu bod,MSppppa,MSppppap,260,,muscle,Embryonic body wall muscle.
MSppppp,MSpppp,MSppppp,195,,,
mu bod,MSppppp,MSpppppa,260,,muscle,Embryonic body wall muscle.
mu bod,MSppppp,MSpppppp,260,,muscle,Embryonic body wall muscle.
Mv,M,Mv,1190,,,
Mvl,Mv,Mvl,1280,,,
Mvla,Mvl,Mvla,1400,,,
mu bod,Mvla,Mvlaa,1520,,muscle,Postembryonic body wall muscle.
mu bod,Mvla,Mvlap,1520,,muscle,Postembryonic body wall muscle.
Mvlp,Mvl,Mvlp,1400,,,
Mvlpa,Mvlp,Mvlpa,1520,,,
Mvlpaa,Mvlpa,Mvlpaa,1670,,,
Mvlpaaa,Mvlpaa,Mvlpaaa,2540,,,
Mvlpaaaa,Mvlpaaa,Mvlpaaaa,2690,,,
um2,Mvlpaaaa,Mvlpaaaaa,2840,,muscle,Hermaphrodite uterine muscle.
um1,Mvlpaaaa,Mvlpaaaap,2840,,muscle,Hermaphrodite uterine muscle.
Mvlpaaap,Mvlpaaa,Mvlpaaap,2690,,,
vm2,Mvlpaaap,Mvlpaaapa,2840,,muscle,Hermaphrodite vulval muscle.
vm1,Mvlpaaap,Mvlpaaapp,2840,,muscle,Hermaphrodite vulval muscle.
Mvlpaap,Mvlpaa,Mvlpaap,2540,,,
Mvlpaapa,Mvlpaap,Mvlpaapa,2690,,,
vm1,Mvlpaapa,Mvlpaapaa,2840,,muscle,Hermaphrodite vulval muscle.
vm2,Mvlpaapa,Mvlpaapap,2840,,muscle,Hermaphrodite vulval muscle.
Mvlpaapp,Mvlpaap,Mvlpaapp,2690,,,
um1,Mvlpaapp,Mvlpaappa,2840,,muscle,Hermaphrodite uterine muscle.
um2,Mvlpaapp,Mvlpaappp,2840,,muscle,Hermaphrodite uterine muscle.
mu bod,Mvlpa,Mvlpap,1670,,muscle,Postembryonic body wall muscle.
mu bod,Mvlp,Mvlpp,1520,,muscle,Postembryonic body wall muscle.
Mvr,Mv,Mvr,1280,,,
Mvra,Mvr,Mvra,1400,,,
mu bod,Mvra,Mvraa,1520,,muscle,Postembryonic body wall muscle.
mu bod,Mvra,Mvrap,1520,,muscle,Postembryonic body wall muscle.
Mvrp,Mvr,Mvrp,1400,,,
Mvrpa,Mvrp,Mvrpa,1520,,,
Mvrpaa,Mvrpa,Mvrpaa,1670,,,
Mvrpaaa,Mvrpaa,Mvrpaaa,2540,,,
Mvrpaaaa,Mvrpaaa,Mvrpaaaa,2690,,,
um2,Mvrpaaaa,Mvrpaaaaa,2840,,muscle,Hermaphrodite uterine muscle.
um1,Mvrpaaaa,Mvrpaaaap,2840,,muscle,Hermaphrodite uterine muscle.
Mvrpaaap,Mvrpaaa,Mvrpaaap,2690,,,
vm2,Mvrpaaap,Mvrpaaapa,2840,,muscle,Hermaphrodite vulval muscle.
vm1,Mvrpaaap,Mvrpaaapp,2840,,muscle,Hermaphrodite vulval muscle.
Mvrpaap,Mvrpaa,Mvrpaap,2540,,,
Mvrpaapa,Mvrpaap,Mvrpaapa,2690,,,
vm1,Mvrpaapa,Mvrpaapaa,2840,,muscle,Hermaphrodite vulval muscle.
vm2,Mvrpaapa,Mvrpaapap,2840,,muscle,Hermaphrodite vulval muscle.
Mvrpaapp,Mvrpaap,Mvrpaapp,2690,,,
um1,Mvrpaapp,Mvrpaappa,2840,,muscle,Hermaphrodite uterine muscle.
um2,Mvrpaapp,Mvrpaappp,2840,,muscle,Hermaphrodite uterine muscle.
mu bod,Mvrpa,Mvrpap,1670,,muscle,Postembryonic body wall muscle.
mu bod,Mvrp,Mvrpp,1520,,muscle,Postembryonic body wall muscle.
P10a,P10,P10a,1370,,,
P10aa,P10a,P10aa,1490,,,
P10aaa,P10aa,P10aaa,1550,,,
VA10,P10aaa,P10aaaa,1640,,neuron,"Ventral cord motoneuron, innervate ventral body muscles."
VB11,P10aaa,P10aaap,1640,,neuron,"Ventral cord motoneuron, innervate ventral body muscles."
P10aap,P10aa,P10aap,1550,1580,,
P10ap,P10a,P10ap,1490,,,
AS10,P10ap,P10apa,1550,,neuron,"Ventral cord motoneuron, innervates dorsal muscles, no ventral counterpart, probably cholinergic, similar to VAn but receive additional synaptic input from AVB."
VD11,P10ap,P10app,1550,,neuron,"Ventral cord motoneuron, innervates ventral body muscles, probably reciprocal inhibitors, contains GABA."
hyp7,P10,P10p,1370,,hypoderm,Postembryonic large hypodermal syncytium.
P11a,P11,P11a,1430,,,
P11aa,P11a,P11aa,1520,,,
P11aaa,P11aa,P11aaa,1580,,,
VA11,P11aaa,P11aaaa,1730,,neuron,"Ventral cord motoneuron, innervate ventral body muscles."
P11aaap,P11aaa,P11aaap,1730,1790,,
P11aap,P11aa,P11aap,1580,1610,,
P11ap,P11a,P11ap,1520,,,
AS11,P11ap,P11apa,1580,,neuron,"Ventral cord motoneuron, innervates dorsal muscles, no ventral counterpart, probably cholinergic, similar to VAn but receive additional synaptic input from AVB."
VD12,P11ap,P11app,1580,,neuron,"Ventral cord motoneuron, innervates ventral body muscles, probably reciprocal inhibitors, contains GABA."
hyp7,P11,P11p,1430,,hypoderm,Postembryonic large hypodermal syncytium.
P12a,P12,P12a,1430,,,
P12aa,P12a,P12aa,1520,,,
P12aaa,P12aa,P12aaa,1580,,,
VA12,P12aaa,P12aaaa,1730,,neuron,"Ventral cord motoneuron, innervate ventral body muscles."
P12aaap,P12aaa,P12aaap,1730,1790,,
P12aap,P12aa,P12aap,1580,1640,,
P12ap,P12a,P12ap,1520,,,
PDB,P12ap,P12apa,1580,,neuron,"Interneuron/motoneuron, posterior ventral cord."
