Cell,Parent,LineageName,Birth,Death,Type,Description,Unnamed: 7,Unnamed: 8
mu bod,Cappaa,Cappaaa,310.0,,muscle,Embryonic body wall muscle.,,
mu bod,Cpppaa,Cpppaaa,310.0,,muscle,Embryonic body wall muscle.,,
CEPshVR,ABprpaaapa,ABprpaaapap,310.0,,sheath,"Cephalic sheath cell, sheet-like process envelops neuropil of ring and part of ventral ganglion.",,
arc ant V,ABalpapaap,ABalpapaapa,310.0,,other,"Interface between pharynx and hypodermis, form anterior part of buccal cavity.",,
RMER,ABalaaaarr,ABalaaaarrp,310.0,,neuron,"Ring motoneuron, probably contain GABA.",,
ABprapaaaaa,ABprapaaaa,ABprapaaaaa,310.0,340.0,,,,
RIAR,ABalaapppa,ABalaapppaa,310.0,,neuron,"Ring interneuron, prominent reciprocal synapses onto RMD and SMD.",,
RMEL,ABalaaaarl,ABalaaaarlp,310.0,,neuron,"Ring motoneuron, probably contain GABA.",,
ABalaaaarra,ABalaaaarr,ABalaaaarra,310.0,400.0,,,,
AWAL,ABplaapapa,ABplaapapaa,310.0,,neuron,"Amphid wing cell, neuron havin ciliated sheet-like sensory ending closely associated with amphid sheath.",,
ABplapppaap,ABplapppaa,ABplapppaap,310.0,330.0,,,,
hyp3,ABplaapaaa,ABplaapaaaa,310.0,,hypoderm,Cylindrical hypodermal syncytium in head.,,
AMsoL,ABplpaapap,ABplpaapapa,310.0,,socket,Amphid socket cell.,,
ABprapaaaap,ABprapaaaa,ABprapaaaap,310.0,,,,,
ABalaapppap,ABalaapppa,ABalaapppap,310.0,330.0,,,,
IL1VR,ABarapppppa,ABarapppppaa,310.0,,neuron,"Neuron of inner labial sensilla, ciliated ending with striated rootlets, synapse directly onto muscle cells.",,
CEMVL,ABplpaapap,ABplpaapapp,310.0,470.0,neuron,"Male-specific cephalic neurons (die in hermaphrodite embryo), open to outside, possibly mediate male chemotaxis towards hermaphrodite.",,
ABplppaapaa,ABplppaapa,ABplppaapaa,310.0,335.0,,,,
ASGL,ABplaapapa,ABplaapapap,310.0,,neuron,"Amphid neuron, single ciliated ending, probably chemosensory; project into ring via commissure from ventral ganglion, make diverse synaptic connections in ring neuropil, also take up FITC.",,
ASGR,ABpraapapa,ABpraapapap,310.0,,neuron,"Amphid neuron, single ciliated ending, probably chemosensory; project into ring via commissure from ventral ganglion, make diverse synaptic connections in ring neuropil, also take up FITC.",,
RIML,ABplppaapa,ABplppaapap,310.0,,neuron,Prominent ring motoneuron/interneuron.,,
ABarapppppap,ABarapppppa,ABarapppppap,310.0,345.0,,,,
mu bod,Cpppaa,Cpppaap,310.0,,muscle,Embryonic body wall muscle.,,
CEPshDR,ABarpaaapa,ABarpaaapap,315.0,,sheath,"Cephalic sheath cell, sheet-like process envelops neuropil of ring and part of ventral ganglion.",,
PVQR,ABprapppaa,ABprapppaaa,315.0,,neuron,"Interneuron, projects along neural cord to ring, darkly staining vesicles.",,
AVEL,ABalpppaaa,ABalpppaaaa,315.0,,neuron,"Ventral cord interneuron, same post-synaptic targets as AVD but process restricted to anterior cord.",,
hyp1V,ABarappaap,ABarappaapa,315.0,,hypoderm,Cylindrical hypodermal syncytium in head.,,
DA5,ABprppapap,ABprppapapp,315.0,,neuron,"Ventral cord motoneuron, innervates dorsal muscles, probably cholinergic.",,
DA3,ABprppapap,ABprppapapa,315.0,,neuron,"Ventral cord motoneuron, innervates dorsal muscles, probably cholinergic.",,
ABarappaapp,ABarappaap,ABarappaapp,315.0,330.0,,,,
AVER,ABpraaaaaa,ABpraaaaaaa,315.0,,neuron,"Ventral cord interneuron, same post-synaptic targets as AVD but process restricted to anterior cord.",,
DA4,ABplppapap,ABplppapapp,315.0,,neuron,"Ventral cord motoneuron, innervates dorsal muscles, probably cholinergic.",,
DA2,ABplppapap,ABplppapapa,315.0,,neuron,"Ventral cord motoneuron, innervates dorsal muscles, probably cholinergic.",,
RIMR,ABprppaapa,ABprppaapap,315.0,,neuron,Prominent ring motoneuron/interneuron.,,
OLQshVL,ABalpppaaa,ABalpppaaap,315.0,,sheath,Quadrant outer labial sheath cell.,,
ABprapppaap,ABprapppaa,ABprapppaap,315.0,325.0,,,,
OLQshVR,ABpraaaaaa,ABpraaaaaap,315.0,,sheath,Quadrant outer labial sheath cell.,,
ABprppaapaa,ABprppaapa,ABprppaapaa,315.0,345.0,,,,
OLQshDR,ABarpaaapa,ABarpaaapaa,315.0,,sheath,Quadrant outer labial sheath cell.,,
ABalaapaapa,ABalaapaap,ABalaapaapa,317.0,397.0,,,,
ILshR,ABalaapaap,ABalaapaapp,317.0,,sheath,Inner labial sheeth cell.,,
ABalaaaalpa,ABalaaaalp,ABalaaaalpa,317.0,400.0,,,,
ILshL,ABalaaaalp,ABalaaaalpp,317.0,,sheath,Inner labial sheeth cell.,,
RIAL,ABalapaapa,ABalapaapaa,317.0,,neuron,"Ring interneuron, prominent reciprocal synapses onto RMD and SMD.",,
ABalapaapap,ABalapaapa,ABalapaapap,317.0,340.0,,,,
e3VR,ABarapaaaa,ABarapaaaaa,318.0,,epithelium,Pharyngeal epithileal cell.,,
ABalpapppap,ABalpapppa,ABalpapppap,318.0,370.0,,,,
m2VR,ABarapaaaa,ABarapaaaap,318.0,,muscle,Pharyngeal muscle cell.,,
ABarapappap,ABarapappa,ABarapappap,318.0,350.0,,,,
I1L,ABalpapppa,ABalpapppaa,318.0,,neuron,"Anterior sensory pharyngeal interneuron, input from RIP.",,
I1R,ABarapappa,ABarapappaa,318.0,,neuron,"Anterior sensory pharyngeal interneuron, input from RIP.",,
DD3,ABplppappp,ABplppapppa,320.0,,neuron,"Ventral cord motoneuron, probably reciprocal inhibitor, changes its pattern of motor synapses during postembryonic development, contains GABA.",,
CEMDL,ABplaaaaaa,ABplaaaaaap,320.0,475.0,neuron,"Male-specific cephalic neurons (die in hermaphrodite embryo), open to outside, possibly mediate male chemotaxis towards hermaphrodite.",,
m1VR,ABarapaaap,ABarapaaapa,320.0,,muscle,Pharyngeal muscle cell.,,
m1VL,ABalpaaaap,ABalpaaaapa,320.0,,muscle,Pharyngeal muscle cell.,,
M5,MSpaaapa,MSpaaapap,320.0,,neuron,Pharyngeal motoneuron.,,
OLQsoDL,ABarpaaaaa,ABarpaaaaal,320.0,,socket,Quadrant outer labial socket cell.,,
m2VL,ABalpaaaaa,ABalpaaaaap,320.0,,muscle,Pharyngeal muscle cell.,,
CEPshDL,ABarpaaaap,ABarpaaaapp,320.0,,sheath,"Cephalic sheath cell, sheet-like process envelops neuropil of ring and part of ventral ganglion.",,
I6,MSpaaapa,MSpaaapaa,320.0,,neuron,Posterior sensory pharyngeal interneuron.,,
OLLshL,ABalpppaap,ABalpppaapd,320.0,,sheath,Lateral outer labial sheath cell.,,
ABalpppaapv,ABalpppaap,ABalpppaapv,320.0,342.0,,,,
OLQsoDR,ABarpaaaaa,ABarpaaaaar,320.0,,socket,Quadrant outer labial socket cell.,,
ABarapaaapp,ABarapaaap,ABarapaaapp,320.0,360.0,,,,
DD5,ABplppappp,ABplppapppp,320.0,,neuron,"Ventral cord motoneuron, probably reciprocal inhibitor, changes its pattern of motor synapses during postembryonic development, contains GABA.",,
DD6,ABprppappp,ABprppapppp,320.0,,neuron,"Ventral cord motoneuron, probably reciprocal inhibitor, changes its pattern of motor synapses during postembryonic development, contains GABA.",,
URADL,ABplaaaaaa,ABplaaaaaaa,320.0,,neuron,"Ring motoneuron, non-ciliated ending in head, assocated with OLQ in embryo.",,
M3R,ABaraapppp,ABaraappppp,320.0,,neuron,Pharyngeal sensory/motoneuron.,,
URADR,ABarpapaaa,ABarpapaaaa,320.0,,neuron,"Ring motoneuron, non-ciliated ending in head, assocated with OLQ in embryo.",,
CEMDR,ABarpapaaa,ABarpapaaap,320.0,470.0,neuron,"Male-specific cephalic neurons (die in hermaphrodite embryo), open to outside, possibly mediate male chemotaxis towards hermaphrodite.",,
ABalpaaaapp,ABalpaaaap,ABalpaaaapp,320.0,345.0,,,,
M2R,ABaraapppp,ABaraappppa,320.0,,neuron,Pharyngeal motoneuron.,,
DD4,ABprppappp,ABprppapppa,320.0,,neuron,"Ventral cord motoneuron, probably reciprocal inhibitor, changes its pattern of motor synapses during postembryonic development, contains GABA.",,
OLQshDL,ABarpaaaap,ABarpaaaapa,320.0,,sheath,Quadrant outer labial sheath cell.,,
e3VL,ABalpaaaaa,ABalpaaaaaa,320.0,,epithelium,Pharyngeal epithelial cell.,,
mu bod,Capppa,Capppap,322.0,,muscle,Embryonic body wall muscle.,,
mu bod,Capaaa,Capaaaa,322.0,,muscle,Embryonic body wall muscle.,,
mu bod,Cpppap,Cpppapa,322.0,,muscle,Embryonic body wall muscle.,,
mu bod,Cappap,Cappapp,322.0,,muscle,Embryonic body wall muscle.,,
mu bod,Capppa,Capppaa,322.0,,muscle,Embryonic body wall muscle.,,
mu bod,Cppaaa,Cppaaap,322.0,,muscle,Embryonic body wall muscle.,,
mu bod,Capaaa,Capaaap,322.0,,muscle,Embryonic body wall muscle.,,
mu bod,Cpppap,Cpppapp,322.0,,muscle,Embryonic body wall muscle.,,
mu bod,Cppaaa,Cppaaaa,322.0,,muscle,Embryonic body wall muscle.,,
mu bod,Cappap,Cappapa,322.0,,muscle,Embryonic body wall muscle.,,
mu bod,Cppppa,Cppppap,322.0,,muscle,Embryonic body wall muscle.,,
mu bod,Cppppa,Cppppaa,322.0,,muscle,Embryonic body wall muscle.,,
ABalaaaalar,ABalaaaala,ABalaaaalar,325.0,370.0,,,,
OLLshR,ABpraaaaap,ABpraaaaapd,325.0,,sheath,Lateral outer labial sheath cell.,,
e1D,ABaraaaapa,ABaraaaapap,325.0,,epithelium,Pharyngeal epithelial cell.,,
ABalappapap,ABalappapa,ABalappapap,325.0,397.0,,,,
mu bod,Cppapa,Cppapap,325.0,,muscle,Embryonic body wall muscle.,,
ABaraaaapaa,ABaraaaapa,ABaraaaapaa,325.0,370.0,,,,
e1VL,ABaraaaaaa,ABaraaaaaaa,325.0,,epithelium,Pharyngeal epithelial cell.,,
ABalaapaaal,ABalaapaaa,ABalaapaaal,325.0,375.0,,,,
mu bod,Capapa,Capapaa,325.0,,muscle,Embryonic body wall muscle.,,
m1L,ABaraaaaaa,ABaraaaaaap,325.0,,muscle,Pharyngeal muscle cell.,,
AINL,ABalaaaala,ABalaaaalal,325.0,,neuron,Ring interneuron.,,
M2L,ABaraapapp,ABaraapappa,325.0,,neuron,Pharyngeal motoneuron.,,
M3L,ABaraapapp,ABaraapappp,325.0,,neuron,Pharyngeal sensory/motoneuron.,,
ABpraaaaapv,ABpraaaaap,ABpraaaaapv,325.0,350.0,,,,
MSpaapaap,MSpaapaa,MSpaapaap,325.0,370.0,,,,
mu bod,Cppapa,Cppapaa,325.0,,muscle,Embryonic body wall muscle.,,
M1,MSpaapaa,MSpaapaaa,325.0,,neuron,Pharyngeal motoneuron.,,
AINR,ABalaapaaa,ABalaapaaar,325.0,,neuron,Ring interneuron.,,
mu bod,Capapa,Capapap,325.0,,muscle,Embryonic body wall muscle.,,
AVHR,ABalappapa,ABalappapaa,325.0,,neuron,"Neuron, mainly presynaptic in ring and postsynaptic in ventral cord.",,
e1VR,ABaraaaaap,ABaraaaaapa,330.0,,epithelium,Pharyngeal epithelial cell.,,
mu bod,Capapp,Capappp,330.0,,muscle,Embryonic body wall muscle.,,
mu bod,Capppp,Cappppd,330.0,,muscle,Embryonic body wall muscle.,,
mu bod,Cppapp,Cppappa,330.0,,muscle,Embryonic body wall muscle.,,
PVCL,ABplpppaapa,ABplpppaapaa,330.0,,neuron,"Ventral cord interneuron, cell body in lumbar ganglion, synapses onto VB and DB motoneurons; formerly called delta.",,
LUAL,ABplpppaapa,ABplpppaapap,330.0,,neuron,"Interneuron, short process in posterior end of ventral cord.",,
mu bod,Cppppp,Cpppppd,330.0,,muscle,Embryonic body wall muscle.,,
mu bod,Cppaap,Cppaapa,330.0,,muscle,Embryonic body wall muscle.,,
mu bod,Capppp,Cappppv,330.0,,muscle,Embryonic body wall muscle.,,
MSpaaaaap,MSpaaaaa,MSpaaaaap,330.0,375.0,,,,
mu bod,Cppaap,Cppaapp,330.0,,muscle,Embryonic body wall muscle.,,
mu bod,Capaap,Capaapp,330.0,,muscle,Embryonic body wall muscle.,,
mu bod,Cppapp,Cppappp,330.0,,muscle,Embryonic body wall muscle.,,
mu bod,Capaap,Capaapa,330.0,,muscle,Embryonic body wall muscle.,,
m1R,ABaraaaaap,ABaraaaaapp,330.0,,muscle,Pharyngeal muscle cell.,,
mu bod,Capapp,Capappa,330.0,,muscle,Embryonic body wall muscle.,,
DVC,Caapa,Caapaa,330.0,,neuron,"Ring interneuron, cell body in dorso-rectal ganglion.",,
Caapap,Caapa,Caapap,330.0,365.0,,,,
M4,MSpaaaaa,MSpaaaaaa,330.0,,neuron,Pharyngeal motoneuron.,,
mu bod,Cppppp,Cpppppv,330.0,,muscle,Embryonic body wall muscle.,,
AVHL,ABalapaaaa,ABalapaaaaa,335.0,,neuron,"Neuron, mainly presynaptic in ring and postsynaptic in ventral cord.",,
ABalapaaaap,ABalapaaaa,ABalapaaaap,335.0,397.0,,,,
MCL,ABalpaaapp,ABalpaaappp,337.0,,neuron,Pharyngeal neuron that synapses onto the marginal cells.,,
ABalpaaappa,ABalpaaapp,ABalpaaappa,337.0,370.0,,,,
mu bod,Dappa,Dappaa,340.0,,muscle,Embryonic body wall muscle.,,
mu bod,MSaapppa,MSaapppaa,340.0,,muscle,Embryonic body wall muscle.,,
m2R,ABarapaapa,ABarapaapaa,340.0,,muscle,Pharyngeal muscle cell.,,
mu bod,Dpppa,Dpppaa,340.0,,muscle,Embryonic body wall muscle.,,
ABalappaapp,ABalappaap,ABalappaapp,340.0,370.0,,,,
RID,ABalappaap,ABalappaapa,340.0,,neuron,"Motoneuron, projects around ring and along dorsal cord, innervates dorsal body muscles.",,
ABarapaapap,ABarapaapa,ABarapaapap,340.0,370.0,,,,
mu bod,MSaapppa,MSaapppap,340.0,,muscle,Embryonic body wall muscle.,,
mu bod,Dappa,Dappap,340.0,,muscle,Embryonic body wall muscle.,,
mu bod,Dpppa,Dpppap,340.0,,muscle,Embryonic body wall muscle.,,
ABalppppppap,ABalppppppa,ABalppppppap,342.0,375.0,,,,
ASEL,ABalppppppa,ABalppppppaa,342.0,,neuron,"Amphid neuron, single ciliated ending, probably chemosensory; project into ring via commissure from ventral ganglion, make diverse synaptic connections in ring neuropil, also take up FITC.",,
AUAL,ABalppppppp,ABalpppppppp,342.0,,neuron,"Neuron, processes run with amphid neuron dendrites but lack ciliated ending.",,
ASJL,ABalppppppp,ABalpppppppa,342.0,,neuron,"Amphid neuron, single ciliated ending, probably chemosensory; project into ring via commissure from ventral ganglion, make diverse synaptic connections in ring neuropil, also take up FITC.",,
m2L,ABalpaaapa,ABalpaaapaa,342.0,,muscle,Pharyngeal muscle cell.,,
ABalpaaapap,ABalpaaapa,ABalpaaapap,342.0,370.0,,,,
mu bod,MSpapppa,MSpapppaa,345.0,,muscle,Embryonic body wall muscle.,,
mu bod,MSpapppa,MSpapppap,345.0,,muscle,Embryonic body wall muscle.,,
I3,MSaaaaapa,MSaaaaapaa,350.0,,neuron,Anterior sensory pharyngeal interneuron.,,
g1P,MSaaaaapa,MSaaaaapap,350.0,,gland,Pharyngeal gland cell.,,
g2L,MSaapapa,MSaapapaa,350.0,,gland,Pharyngeal gland cell.,,
ASER,ABpraaapppa,ABpraaapppaa,350.0,,neuron,"Amphid neuron, single ciliated ending, probably chemosensory; project into ring via commissure from ventral ganglion, make diverse synaptic connections in ring neuropil, also take up FITC.",,
AUAR,ABpraaapppp,ABpraaappppp,350.0,,neuron,"Neuron, processes run with amphid neuron dendrites but lack ciliated ending.",,
MSaapapap,MSaapapa,MSaapapap,350.0,390.0,,,,
GLRDL,MSaaaaaa,MSaaaaaal,350.0,,other,"Forms a thin cylindrical sheet between pharynx and neuropil; no chemical synapses, but gap junctions with muscle arms and RME motoneurons, send process to tip of head.",,
GLRDR,MSaaaaaa,MSaaaaaar,350.0,,other,"Forms a thin cylindrical sheet between pharynx and neuropil; no chemical synapses, but gap junctions with muscle arms and RME motoneurons, send process to tip of head.",,
ASJR,ABpraaapppp,ABpraaappppa,350.0,,neuron,"Amphid neuron, single ciliated ending, probably chemosensory; project into ring via commissure from ventral ganglion, make diverse synaptic connections in ring neuropil, also take up FITC.",,
ABpraaapppap,ABpraaapppa,ABpraaapppap,350.0,385.0,,,,
MSpapapap,MSpapapa,MSpapapap,355.0,385.0,,,,
g2R,MSpapapa,MSpapapaa,355.0,,gland,Pharyngeal gland cell.,,
mu bod,Dappp,Dapppa,360.0,,muscle,Embryonic body wall muscle.,,
mu bod,Dappp,Dapppp,360.0,,muscle,Embryonic body wall muscle.,,
int1DL,Ealaa,Ealaad,360.0,,intestine,,,
int1DR,Earaa,Earaad,360.0,,intestine,,,
int1VL,Ealaa,Ealaav,360.0,,intestine,,,
mu bod,Dpppp,Dppppa,360.0,,muscle,Embryonic body wall muscle.,,
mu bod,Dpppp,Dppppp,360.0,,muscle,Embryonic body wall muscle.,,
int1VR,Earaa,Earaav,360.0,,intestine,,,
mu bod,MSpapppp,MSpappppp,365.0,,muscle,Embryonic body wall muscle.,,
mu bod,MSpapppp,MSpappppa,365.0,,muscle,Embryonic body wall muscle.,,
mu bod,MSaapppp,MSaappppa,370.0,,muscle,Embryonic body wall muscle.,,
GLRVR,MSppaaaa,MSppaaaav,370.0,,other,"Forms a thin cylindrical sheet between pharynx and neuropil; no chemical synapses, but gap junctions with muscle arms and RME motoneurons, send process to tip of head.",,
GLRVL,MSapaaaa,MSapaaaav,370.0,,other,"Forms a thin cylindrical sheet between pharynx and neuropil; no chemical synapses, but gap junctions with muscle arms and RME motoneurons, send process to tip of head.",,
GLRL,MSapaaaa,MSapaaaad,370.0,,other,"Forms a thin cylindrical sheet between pharynx and neuropil; no chemical synapses, but gap junctions with muscle arms and RME motoneurons, send process to tip of head.",,
mu bod,MSaapppp,MSaappppp,370.0,,muscle,Embryonic body wall muscle.,,
GLRR,MSppaaaa,MSppaaaad,370.0,,other,"Forms a thin cylindrical sheet between pharynx and neuropil; no chemical synapses, but gap junctions with muscle arms and RME motoneurons, send process to tip of head.",,
ASKL,ABalpppappp,ABalpppapppa,375.0,,neuron,"Amphid neuron, single ciliated ending, probably chemosensory; project into ring via commissure from ventral ganglion, make diverse synaptic connections in ring neuropil, also take up FITC.",,
ABalpppapppp,ABalpppappp,ABalpppapppp,375.0,410.0,,,,
int8L,Eplpp,Eplppa,375.0,,,Nucleus divides post-embryonically.,,
int9L,Eplpp,Eplppp,375.0,,,Nucleus divides post-embryonically.,,
int8R,Eprpp,Eprppa,375.0,,,Nucleus divides post-embryonically.,,
int9R,Eprpp,Eprppp,375.0,,,Nucleus divides post-embryonically.,,
URXR,ABarpapaapp,ABarpapaappp,380.0,,neuron,"Ring interneuron, non-ciliated ending in head, associated with CEPD in embryo.",,
g1AR,MSpapaapa,MSpapaapaa,380.0,,gland,Pharyngeal gland cell.,,
URXL,ABplaaaaapp,ABplaaaaappp,380.0,,neuron,"Ring interneuron, non-ciliated ending in head, associated with CEPD in embryo.",,
MSpapaapap,MSpapaapa,MSpapaapap,380.0,412.0,,,,
g1AL,MSaapaapa,MSaapaapaa,380.0,,gland,Pharyngeal gland cell.,,
CEPDR,ABarpapaapp,ABarpapaappa,380.0,,neuron,"Neuron of cephalic sensillum, contains dopamine.",,
MSaapaapap,MSaapaapa,MSaapaapap,380.0,415.0,,,,
CEPDL,ABplaaaaapp,ABplaaaaappa,380.0,,neuron,"Neuron of cephalic sensillum, contains dopamine.",,
ABpraaaapppp,ABpraaaappp,ABpraaaapppp,385.0,405.0,,,,
ASKR,ABpraaaappp,ABpraaaapppa,385.0,,neuron,"Amphid neuron, single ciliated ending, probably chemosensory; project into ring via commissure from ventral ganglion, make diverse synaptic connections in ring neuropil, also take up FITC.",,
ABalpappaapp,ABalpappaap,ABalpappaapp,385.0,415.0,,,,
I2L,ABalpappaap,ABalpappaapa,385.0,,neuron,Anterior sensory pharyngeal interneuron.,,
I2R,ABarapapaap,ABarapapaapa,385.0,,neuron,Anterior sensory pharyngeal interneuron.,,
ABarapapaapp,ABarapapaap,ABarapapaapp,385.0,420.0,,,,
IL1DR,ABalappppaa,ABalappppaaa,390.0,,neuron,"Neuron of inner labial sensilla, ciliated ending with striated rootlets, synapse directly onto muscle cells.",,
ABalappppaap,ABalappppaa,ABalappppaap,390.0,435.0,,,,
SMBDL,ABalpapapap,ABalpapapapp,390.0,,neuron,"Ring motoneuron/interneuron, has posteriorly directed process that runs sublaterally.",,
IL1DL,ABalapappaa,ABalapappaaa,390.0,,neuron,"Neuron of inner labial sensilla, ciliated ending with striated rootlets, synapse directly onto muscle cells.",,
ABalapappaap,ABalapappaa,ABalapappaap,390.0,435.0,,,,
ABalpapapapa,ABalpapapap,ABalpapapapa,390.0,420.0,,,,
ABprapappppa,ABprapapppp,ABprapappppa,395.0,,,,,
ABprapappppp,ABprapapppp,ABprapappppp,395.0,425.0,,,,
ABpraapapppp,ABpraapappp,ABpraapapppp,395.0,425.0,,,,
ASIR,ABpraapappp,ABpraapapppa,395.0,,neuron,"Amphid neuron, single ciliated ending, probably chemosensory; project into ring via commissure from ventral ganglion, make diverse synaptic connections in ring neuropil, also take up FITC.",,
IL1L,ABalapaappa,ABalapaappaa,397.0,,neuron,"Neuron of inner labial sensilla, ciliated ending with striated rootlets, synapse directly onto muscle cells.",,
ABalapaappap,ABalapaappa,ABalapaappap,397.0,425.0,,,,
ABplpaappppp,ABplpaapppp,ABplpaappppp,400.0,425.0,,,,
ABplapappppa,ABplapapppp,ABplapappppa,400.0,,,,,
ABplaapapppp,ABplaapappp,ABplaapapppp,400.0,420.0,,,,
ABplapappppp,ABplapapppp,ABplapappppp,400.0,420.0,,,,
OLQDR,ABalapppapa,ABalapppapaa,400.0,,neuron,"Neuron of quadrant outer labial sensilla, ciliated ending with striated rootlets.",,
ABalapppapap,ABalapppapa,ABalapppapap,400.0,430.0,,,,
ASIL,ABplaapappp,ABplaapapppa,400.0,,neuron,"Amphid neuron, single ciliated ending, probably chemosensory; project into ring via commissure from ventral ganglion, make diverse synaptic connections in ring neuropil, also take up FITC.",,
CEPVL,ABplpaapppp,ABplpaappppa,400.0,,neuron,"Neuron of cephalic sensillum, contains dopamine.",,
OLQDL,ABalapapapa,ABalapapapaa,400.0,,neuron,"Neuron of quadrant outer labial sensilla, ciliated ending with striated rootlets.",,
ABalapapapap,ABalapapapa,ABalapapapap,400.0,430.0,,,,
PHBR,ABprapppapp,ABprapppappp,405.0,,neuron,"Phasmid neuron, ciliated ending, probably chemosensory, similar to amphids but situated in tail, take up FITC.",,
HSNR,ABprapppapp,ABprapppappa,405.0,,neuron,"Hermaphrodite specific motoneuron (die in male embryo), innervate vulval muscle, contains serotonin.",,
OLLR,ABpraaapapa,ABpraaapapaa,405.0,,neuron,"Neuron of outer labial sensilla, ciliated ending.",,
PHBL,ABplapppapp,ABplapppappp,405.0,,neuron,"Phasmid neuron, ciliated ending, probably chemosensory, similar to amphids but situated in tail, take up FITC.",,
ABpraaapapap,ABpraaapapa,ABpraaapapap,405.0,440.0,,,,
SMBDR,ABarappapap,ABarappapapp,405.0,,neuron,"Ring motoneuron/interneuron, has posteriorly directed process that runs sublaterally.",,
ABarappapapa,ABarappapap,ABarappapapa,405.0,425.0,,,,
HSNL,ABplapppapp,ABplapppappa,405.0,,neuron,"Hermaphrodite specific motoneuron (die in male embryo), innervate vulval muscle, contains serotonin.",,
CEPVR,ABprpaapppp,ABprpaappppa,408.0,,neuron,"Neuron of cephalic sensillum, contains dopamine.",,
ABprpaappppp,ABprpaapppp,ABprpaappppp,408.0,440.0,,,,
ABprpaaappap,ABprpaaappa,ABprpaaappap,408.0,435.0,,,,
OLQVR,ABprpaaappa,ABprpaaappaa,408.0,,neuron,"Neuron of quadrant outer labial sensilla, ciliated ending with striated rootlets.",,
ABplppaaaapa,ABplppaaaap,ABplppaaaapa,408.0,430.0,,,,
RICL,ABplppaaaap,ABplppaaaapp,408.0,,neuron,Ring interneuron.,,
IL1R,ABalaappppa,ABalaappppaa,410.0,,neuron,"Neuron of inner labial sensilla, ciliated ending with striated rootlets, synapse directly onto muscle cells.",,
IL1VL,ABalppapppa,ABalppapppaa,410.0,,neuron,"Neuron of inner labial sensilla, ciliated ending with striated rootlets, synapse directly onto muscle cells.",,
ABalppapppap,ABalppapppa,ABalppapppap,410.0,440.0,,,,
ABalppppapap,ABalppppapa,ABalppppapap,410.0,440.0,,,,
OLLL,ABalppppapa,ABalppppapaa,410.0,,neuron,"Neuron of outer labial sensilla, ciliated ending.",,
ABalaappppap,ABalaappppa,ABalaappppap,410.0,435.0,,,,
int9Lp,int9L,Eplpppp,415.0,,intestine,"Birth time data wasn't found, so displayed time is just a guess.",,
int9Rp,int9R,Eprpppp,415.0,,intestine,"Birth time data wasn't found, so displayed time is just a guess.",,
NSML,ABaraapapaa,ABaraapapaav,415.0,,neuron,"Pharyngeal neurosecretory motoneuron, contains serotonin.",,
SABVL,ABplppapaaa,ABplppapaaaa,415.0,,neuron,"Ring interneuron, has anteriorly directed process that runs sublaterally, synapses to anterior ventral body muscles in L1.",,
int8La,int8L,Eplppaa,415.0,,intestine,"Birth time data wasn't found, so displayed time is just a guess.",,
int9La,int9L,Eplpppa,415.0,,intestine,"Birth time data wasn't found, so displayed time is just a guess.",,
RIFL,ABplppapaaa,ABplppapaaap,415.0,,neuron,Ring interneuron.,,
NSMR,ABaraapppaa,ABaraapppaav,415.0,,neuron,"Pharyngeal neurosecretory motoneuron, contains serotonin.",,
int8Rp,int8R,Eprppap,415.0,,intestine,"Birth time data wasn't found, so displayed time is just a guess.",,
ABaraapppaad,ABaraapppaa,ABaraapppaad,415.0,440.0,,,,
RICR,ABprppaaaap,ABprppaaaapp,415.0,,neuron,Ring interneuron.,,
int9Ra,int9R,Eprpppa,415.0,,intestine,"Birth time data wasn't found, so displayed time is just a guess.",,
int8Ra,int8R,Eprppaa,415.0,,intestine,"Birth time data wasn't found, so displayed time is just a guess.",,
int8Lp,int8L,Eplppap,415.0,,intestine,"Birth time data wasn't found, so displayed time is just a guess.",,
ABplpaaappap,ABplpaaappa,ABplpaaappap,415.0,450.0,,,,
OLQVL,ABplpaaappa,ABplpaaappaa,415.0,,neuron,"Neuron of quadrant outer labial sensilla, ciliated ending with striated rootlets.",,
SABVR,ABprppapaaa,ABprppapaaaa,415.0,,neuron,"Ring interneuron, has anteriorly directed process that runs sublaterally, synapses to anterior ventral body muscles in L1.",,
RIFR,ABprppapaaa,ABprppapaaap,415.0,,neuron,Ring interneuron.,,
ABaraapapaad,ABaraapapaa,ABaraapapaad,415.0,440.0,,,,
ABprppaaaapa,ABprppaaaap,ABprppaaaapa,415.0,440.0,,,,
ADAL,ABplapaaaap,ABplapaaaapp,425.0,,neuron,Ring interneuron.,,
AIZL,ABplapaaapa,ABplapaaapav,425.0,,neuron,Amphid interneuron.,,
ADAR,ABprapaaaap,ABprapaaaapp,425.0,,neuron,Ring interneuron.,,
AIZR,ABprapaaapa,ABprapaaapav,425.0,,neuron,Amphid interneuron.,,
ADER,ABprapaaaap,ABprapaaaapa,425.0,,neuron,"Anterior deirid, sensory receptors in lateral alae, contain dopamine.",,
ADEL,ABplapaaaap,ABplapaaaapa,425.0,,neuron,"Anterior deirid, sensory receptors in lateral alae, contain dopamine.",,
FLPL,ABplapaaapa,ABplapaaapad,425.0,,neuron,"Neuron, ciliated ending in head, not part of a sensillum, associated with ILso.",,
FLPR,ABprapaaapa,ABprapaaapad,425.0,,neuron,"Neuron, ciliated ending in head, not part of a sensillum, associated with ILso.",,
